# ecldata3.ecl
sha256: 113e52b73dfdd94408b99dd7646ac973554cef76f1b7bd6686a773da6e974ce8
header: subroutines=78 timelines=4 data_end=0x0000c440

## timeline 0 [0x0000b238, 0x0000b91c)
0x0000b238 t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=19 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x0000275c t=   800 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0000  fire mode=0 type=2 color=2 count=(5,5) speed=(2.2,1) angle=(0,0.3926991) flags=0x00000202
0x00002788 t=   800 op=0x003e size=12 b08=0x00 diff=0xff pmask=0x0000  restore_primary_animation args=[]
0x00002794 t=   860 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x3f800000(s=1065353216,f=1)]
0x000027ac t=   920 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0000  fire mode=0 type=2 color=2 count=(5,5) speed=(2.2,1) angle=(0,0.3926991) flags=0x00000202
0x000027d8 t=   920 op=0x003e size=12 b08=0x00 diff=0xff pmask=0x0000  restore_primary_animation args=[]
0x000027e4 t=  1080 op=0x007c size=16 b08=0x00 diff=0xff pmask=0x0000  play_sound_at_enemy args=[0x00000005(s=5,f=7.006492e-45)]
0x000027f4 t=  1120 op=0x003e size=12 b08=0x00 diff=0xff pmask=0x0000  restore_primary_animation args=[]
0x00002800 t=  1120 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xfffffcbc(s=-836,f=nan)]
0x00002814 sub-footer

## sub 22 [0x00002820, 0x0000291c)
0x00002820 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000012c(s=300,f=4.203895e-43)]
0x00002834 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000078(s=120,f=1.681558e-43)]
0x00002848 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000005a(s=90,f=1.261169e-43)]
0x0000285c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000003c(s=60,f=8.407791e-44)]
0x00002870 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000010(s=16,f=2.242078e-44)]
0x00002884 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000018(s=24,f=3.363116e-44)]
0x00002898 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000020(s=32,f=4.484155e-44)]
0x000028ac t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000020(s=32,f=4.484155e-44)]
0x000028c0 t=     0 op=0x0062 size=44 b08=0x00 diff=0xff pmask=0x0004  fire mode=2 type=2 color=2 count=($i32(10001),1) speed=(2,1) angle=(0,0.3926991) flags=0x00000202
0x000028ec t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x000028fc t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffffc4(s=-60,f=nan)]
0x00002910 sub-footer

## sub 23 [0x0000291c, 0x00002c50)
0x0000291c t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00002930 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00002944 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3f800000(s=1065353216,f=1)]
0x00002958 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3f800000(s=1065353216,f=1)]
0x0000296c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3fe66666(s=1072064102,f=1.8)]
0x00002980 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40400000(s=1077936128,f=3)]
0x00002994 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x3fb33333(s=1068708659,f=1.4)]
0x000029a8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x3fe66666(s=1072064102,f=1.8)]
0x000029bc t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x4019999a(s=1075419546,f=2.4)]
0x000029d0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x40800000(s=1082130432,f=4)]
0x000029e4 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000012(s=18,f=2.522337e-44)]
0x000029f8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000012(s=18,f=2.522337e-44)]
0x00002a0c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000011(s=17,f=2.382207e-44)]
0x00002a20 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x0000000e(s=14,f=1.961818e-44)]
0x00002a34 t=     0 op=0x0063 size=44 b08=0x00 diff=0x5f pmask=0x0050  fire mode=3 type=3 color=6 count=(4,1) speed=($f(10023),0.5) angle=($f(10016),0.2617994) flags=0x00000202
0x00002a60 t=     0 op=0x0063 size=44 b08=0x00 diff=0x3f pmask=0x0050  fire mode=3 type=3 color=8 count=(4,1) speed=($f(10022),0.5) angle=($f(10016),0.2617994) flags=0x00000202
0x00002a8c t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002717(s=10007,f=1.402279e-41)]
0x00002a9c t=     0 op=0x0063 size=44 b08=0x00 diff=0x4e pmask=0x0050  fire mode=3 type=3 color=6 count=(4,1) speed=($f(10023),0.5) angle=($f(10016),0.2617994) flags=0x00000202
0x00002ac8 t=     0 op=0x0063 size=44 b08=0x00 diff=0x2e pmask=0x0050  fire mode=3 type=3 color=8 count=(4,1) speed=($f(10022),0.5) angle=($f(10016),0.2617994) flags=0x00000202
0x00002af4 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002717(s=10007,f=1.402279e-41)]
0x00002b04 t=     0 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x00000000(s=0,f=0), 0xffffff30(s=-208,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x00002b1c t=     0 op=0x0063 size=44 b08=0x00 diff=0x5f pmask=0x0050  fire mode=3 type=3 color=6 count=(4,1) speed=($f(10023),0.5) angle=($f(10016),0.2617994) flags=0x00000202
0x00002b48 t=     0 op=0x0063 size=44 b08=0x00 diff=0x3f pmask=0x0050  fire mode=3 type=3 color=8 count=(4,1) speed=($f(10022),0.5) angle=($f(10016),0.2617994) flags=0x00000202
0x00002b74 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x00002b88 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002717(s=10007,f=1.402279e-41)]
0x00002b98 t=     0 op=0x0063 size=44 b08=0x00 diff=0x4e pmask=0x0050  fire mode=3 type=3 color=6 count=(4,1) speed=($f(10023),0.5) angle=($f(10016),0.2617994) flags=0x00000202
0x00002bc4 t=     0 op=0x0063 size=44 b08=0x00 diff=0x2e pmask=0x0050  fire mode=3 type=3 color=8 count=(4,1) speed=($f(10022),0.5) angle=($f(10016),0.2617994) flags=0x00000202
0x00002bf0 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x00002c04 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00002c14 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002717(s=10007,f=1.402279e-41)]
0x00002c24 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xfffffef8(s=-264,f=nan)]
0x00002c38 t=     0 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x00002c44 sub-footer

## sub 24 [0x00002c50, 0x00002ce0)
0x00002c50 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000035(s=53,f=7.426882e-44)]
0x00002c60 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x00002c70 t=     0 op=0x00ae size=16 b08=0x00 diff=0xff pmask=0x0000  replace_enemy_effect args=[0x00000001(s=1,f=1.401298e-45)]
0x00002c80 t=     0 op=0x0091 size=16 b08=0x00 diff=0xff pmask=0x0000  enable_enemy_animation_script_refresh args=[0x00000001(s=1,f=1.401298e-45)]
0x00002c90 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00002ca4 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000001e(s=30,f=4.203895e-44)]
0x00002cb4 t=    60 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000017(s=23,f=3.222986e-44)]
0x00002cc8 t=  1260 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00002cd4 sub-footer

## sub 25 [0x00002ce0, 0x00002d44)
0x00002ce0 t=     0 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0x00000000(s=0,f=0)]
0x00002cf0 t=     0 op=0x003a size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_mode args=[0x00000000(s=0,f=0)]
0x00002d00 t=     0 op=0x003b size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_sequence_mode args=[0x00000000(s=0,f=0)]
0x00002d10 t=     0 op=0x007e size=20 b08=0x00 diff=0xff pmask=0x0000  set_interrupt_slot args=[0x0000001b(s=27,f=3.783506e-44), 0x00000001(s=1,f=1.401298e-45)]
0x00002d24 t=   100 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00002d38 sub-footer

## sub 26 [0x00002d44, 0x00002de4)
0x00002d44 t=     0 op=0x007b size=12 b08=0x00 diff=0xff pmask=0x0000  finish_spell_card args=[]
0x00002d50 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000003(s=3,f=4.203895e-45)]
0x00002d60 t=     0 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000001(s=1,f=1.401298e-45)]
0x00002d70 t=     0 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x00000019(s=25,f=3.503246e-44)]
0x00002d80 t=    30 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0xffffffff(s=-1,f=nan)]
0x00002d90 t=    30 op=0x003a size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_mode args=[0x00000000(s=0,f=0)]
0x00002da0 t=    30 op=0x003b size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_sequence_mode args=[0x00000000(s=0,f=0)]
0x00002db0 t=    30 op=0x007e size=20 b08=0x00 diff=0xff pmask=0x0000  set_interrupt_slot args=[0x00000019(s=25,f=3.503246e-44), 0x00000001(s=1,f=1.401298e-45)]
0x00002dc4 t=   130 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0)]
0x00002dd8 sub-footer

## sub 27 [0x00002de4, 0x00002e64)
0x00002de4 t=     0 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0xffffffff(s=-1,f=nan)]
0x00002df4 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000001(s=1,f=1.401298e-45), 0x43800000(s=1132462080,f=256), 0xc2000000(s=-1040187392,f=-32)]
0x00002e10 t=     0 op=0x008e size=16 b08=0x00 diff=0xff pmask=0x0000  spawn_item_bundle args=[0x00000005(s=5,f=7.006492e-45)]
0x00002e20 t=     0 op=0x00a8 size=16 b08=0x00 diff=0xff pmask=0x0000  spawn_point_items args=[0x00000003(s=3,f=4.203895e-45)]
0x00002e30 t=     0 op=0x008d size=16 b08=0x00 diff=0xff pmask=0x0000  spawn_item args=[0x00000005(s=5,f=7.006492e-45)]
0x00002e40 t=     0 op=0x004c size=12 b08=0x00 diff=0xff pmask=0x0000  clear_movement_bounds args=[]
0x00002e4c t=    60 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00002e58 sub-footer

## sub 28 [0x00002e64, 0x00002eec)
0x00002e64 t=     0 op=0x003a size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_mode args=[0x00000000(s=0,f=0)]
0x00002e74 t=     0 op=0x003b size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_sequence_mode args=[0x00000000(s=0,f=0)]
0x00002e84 t=     0 op=0x007e size=20 b08=0x00 diff=0xff pmask=0x0000  set_interrupt_slot args=[0x0000001e(s=30,f=4.203895e-44), 0x00000001(s=1,f=1.401298e-45)]
0x00002e98 t=     0 op=0x0083 size=16 b08=0x00 diff=0xff pmask=0x0000  set_health args=[0x00003e80(s=16000,f=2.242078e-41)]
0x00002ea8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002743(s=10051,f=1.408445e-41), 0x00000834(s=2100,f=2.942727e-42)]
0x00002ebc t=     1 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0x00000000(s=0,f=0)]
0x00002ecc t=   101 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000001(s=1,f=1.401298e-45), 0x00000000(s=0,f=0)]
0x00002ee0 sub-footer

## sub 29 [0x00002eec, 0x00002fb8)
0x00002eec t=     0 op=0x0070 size=12 b08=0x00 diff=0xff pmask=0x0000  clear_bullets_global args=[]
0x00002ef8 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000003(s=3,f=4.203895e-45)]
0x00002f08 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x43000000(s=1124073472,f=128)]
0x00002f24 t=    60 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0xffffffff(s=-1,f=nan)]
0x00002f34 t=    60 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000001(s=1,f=1.401298e-45)]
0x00002f44 t=    60 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x0000001c(s=28,f=3.923636e-44)]
0x00002f54 t=    60 op=0x003a size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_mode args=[0x00000000(s=0,f=0)]
0x00002f64 t=    60 op=0x003b size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_sequence_mode args=[0x00000000(s=0,f=0)]
0x00002f74 t=    60 op=0x007e size=20 b08=0x00 diff=0xff pmask=0x0000  set_interrupt_slot args=[0x0000001e(s=30,f=4.203895e-44), 0x00000001(s=1,f=1.401298e-45)]
0x00002f88 t=    61 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0x00000000(s=0,f=0)]
0x00002f98 t=   161 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x0000003d(s=61,f=8.547921e-44), 0x00000000(s=0,f=0)]
0x00002fac sub-footer

## sub 30 [0x00002fb8, 0x000038e0)
0x00002fb8 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x00002fc8 t=     0 op=0x00b1 size=16 b08=0x00 diff=0xff pmask=0x0001  set_phase_health args=[0x00002743(s=10051,f=1.408445e-41)]
0x00002fd8 t=     0 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0x42000000(s=1107296256,f=32), 0x42400000(s=1111490560,f=48), 0x43b00000(s=1135607808,f=352), 0x43600000(s=1130364928,f=224)]
0x00002ff4 t=     0 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000003(s=3,f=4.203895e-45)]
0x00003004 t=     0 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x0000001a(s=26,f=3.643376e-44)]
0x00003014 t=     0 op=0x0069 size=16 b08=0x00 diff=0xff pmask=0x0000  set_fire_delay args=[0x00000000(s=0,f=0)]
0x00003024 t=     0 op=0x005f size=12 b08=0x00 diff=0xff pmask=0x0000  zero_eligible_enemy_hp_with_score_items args=[]
0x00003030 t=     0 op=0x0071 size=20 b08=0x00 diff=0xff pmask=0x0000  configure_bullet_sounds args=[0xffffffff(s=-1,f=nan), 0xffffffff(s=-1,f=nan)]
0x00003044 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000004(s=4,f=5.605194e-45)]
0x00003054 t=     0 op=0x006e size=20 b08=0x00 diff=0xff pmask=0x0000  set_emission_offset args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00003068 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x000008e8(s=2280,f=3.19496e-42), 0x0000001a(s=26,f=3.643376e-44)]
0x0000307c t=     0 op=0x0099 size=12 b08=0x00 diff=0xff pmask=0x0000  copy_enemy_end_to_timeout_subroutine args=[]
0x00003088 t=     0 op=0x0084 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current args=[0x00000000(s=0,f=0)]
0x00003098 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000000(s=0,f=0)]
0x000030ac t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000005a(s=90,f=1.261169e-43), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x43400000(s=1128267776,f=192)]
0x000030c8 t=     0 op=0x007a size=244 b08=0x00 diff=0xf1 pmask=0x0000  start_spell_card id=32 score=20000000 field_00=0 name='産霊「ファーストピラミッド」' owner='上白沢慧音'
0x000031bc t=     0 op=0x007a size=244 b08=0x00 diff=0xf2 pmask=0x0000  start_spell_card id=33 score=20000000 field_00=0 name='産霊「ファーストピラミッド」' owner='上白沢慧音'
0x000032b0 t=     0 op=0x007a size=244 b08=0x00 diff=0xf4 pmask=0x0000  start_spell_card id=34 score=20000000 field_00=0 name='産霊「ファーストピラミッド」' owner='上白沢慧音'
0x000033a4 t=     0 op=0x007a size=244 b08=0x00 diff=0xf8 pmask=0x0000  start_spell_card id=35 score=20000000 field_00=0 name='産霊「ファーストピラミッド」' owner='上白沢慧音'
0x00003498 t=    90 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x000034a8 t=    90 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x000000b4(s=180,f=2.522337e-43)]
0x000034b8 t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000005(s=5,f=7.006492e-45)]
0x000034cc t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9000(s=1176276992,f=10020), 0x3d490fdb(s=1028198363,f=0.04908739)]
0x000034e0 t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x000034f4 t=    90 op=0x001c size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_div args=[0x461c9800(s=1176279040,f=10022), 0x461c9c00(s=1176280064,f=10023), 0x40200000(s=1075838976,f=2.5)]
0x0000350c t=    90 op=0x003e size=12 b08=0x00 diff=0xff pmask=0x0000  restore_primary_animation args=[]
0x00003518 t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbfc90fdb(s=-1077342245,f=-1.570796)]
0x0000352c t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbda0d97c(s=-1113532036,f=-0.07853982)]
0x00003540 t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3fcccccd(s=1070386381,f=1.6)]
0x00003554 t=    90 op=0x005a size=36 b08=0x00 diff=0xff pmask=0x0006  spawn_child_enemy args=[0x00000021(s=33,f=4.624285e-44), 0x461ce800(s=1176299520,f=10042), 0x461cec00(s=1176300544,f=10043), 0x000005dc(s=1500,f=2.101948e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003578 t=    90 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x40060a92(s=1074137746,f=2.094395)]
0x0000358c t=    90 op=0x005a size=36 b08=0x00 diff=0xff pmask=0x0006  spawn_child_enemy args=[0x00000021(s=33,f=4.624285e-44), 0x461ce800(s=1176299520,f=10042), 0x461cec00(s=1176300544,f=10043), 0x000005dc(s=1500,f=2.101948e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000035b0 t=    90 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x40060a92(s=1074137746,f=2.094395)]
0x000035c4 t=    90 op=0x005a size=36 b08=0x00 diff=0xff pmask=0x0006  spawn_child_enemy args=[0x00000021(s=33,f=4.624285e-44), 0x461ce800(s=1176299520,f=10042), 0x461cec00(s=1176300544,f=10043), 0x000005dc(s=1500,f=2.101948e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000035e8 t=    90 op=0x0028 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_eq args=[0x00002738(s=10040,f=1.406904e-41), 0x00000000(s=0,f=0), 0x0000005a(s=90,f=1.261169e-43), 0x000002c4(s=708,f=9.921193e-43)]
0x00003604 t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00003618 t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3da0d97c(s=1033951612,f=0.07853982)]
0x0000362c t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x4019999a(s=1075419546,f=2.4)]
0x00003640 t=    90 op=0x005a size=36 b08=0x00 diff=0xff pmask=0x0006  spawn_child_enemy args=[0x00000021(s=33,f=4.624285e-44), 0x461ce800(s=1176299520,f=10042), 0x461cec00(s=1176300544,f=10043), 0x00000096(s=150,f=2.101948e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003664 t=    90 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x40060a92(s=1074137746,f=2.094395)]
0x00003678 t=    90 op=0x005a size=36 b08=0x00 diff=0xff pmask=0x0006  spawn_child_enemy args=[0x00000021(s=33,f=4.624285e-44), 0x461ce800(s=1176299520,f=10042), 0x461cec00(s=1176300544,f=10043), 0x00000096(s=150,f=2.101948e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000369c t=    90 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x40060a92(s=1074137746,f=2.094395)]
0x000036b0 t=    90 op=0x005a size=36 b08=0x00 diff=0xff pmask=0x0006  spawn_child_enemy args=[0x00000021(s=33,f=4.624285e-44), 0x461ce800(s=1176299520,f=10042), 0x461cec00(s=1176300544,f=10043), 0x00000096(s=150,f=2.101948e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000036d4 t=    90 op=0x0028 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_eq args=[0x00002738(s=10040,f=1.406904e-41), 0x00000001(s=1,f=1.401298e-45), 0x0000005a(s=90,f=1.261169e-43), 0x000001d8(s=472,f=6.614129e-43)]
0x000036f0 t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40490fdb(s=1078530011,f=3.141593)]
0x00003704 t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbda0d97c(s=-1113532036,f=-0.07853982)]
0x00003718 t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x404ccccd(s=1078774989,f=3.2)]
