# ecldata4bsp.ecl
sha256: 007da9d02374f01292eada9a065c21b54cebbb81a5bff7a1660753498df65b51
header: subroutines=72 timelines=1 data_end=0x0000c448

## timeline 0 [0x0000c3cc, 0x0000c448)
0x0000c3cc t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x00002314 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00002324 t=     0 op=0x0052 size=16 b08=0x00 diff=0xff pmask=0x0000  set_minimum_fire_distance args=[0x00000000(s=0,f=0)]
0x00002334 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x000000ff(s=255,f=3.573311e-43)]
0x00002348 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000000(s=0,f=0)]
0x0000235c t=     0 op=0x0089 size=20 b08=0x00 diff=0xff pmask=0x0000  set_enemy_callback args=[0x00000008(s=8,f=1.121039e-44), 0x00000000(s=0,f=0)]
0x00002370 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x000e  move_from_current args=[0x00000078(s=120,f=1.681558e-43), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x461c8800(s=1176274944,f=10018)]
0x0000238c t=     1 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000002(s=2,f=2.802597e-45)]
0x0000239c t=   120 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00007530(s=30000,f=4.203895e-41), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x000023b4 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077)]
0x000023c8 t=   120 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x0000000e(s=14,f=1.961818e-44)]
0x000023dc t= 30120 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x000023e8 sub-footer

## sub 16 [0x000023f4, 0x00002944)
0x000023f4 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x00002404 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00002414 t=     0 op=0x007b size=12 b08=0x00 diff=0xff pmask=0x0000  finish_spell_card args=[]
0x00002420 t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x0000000a(s=10,f=1.401298e-44), 0x00000005(s=5,f=7.006492e-45)]
0x00002434 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x000000f0(s=240,f=3.363116e-43)]
0x00002444 t=     0 op=0x0093 size=16 b08=0x00 diff=0xff pmask=0x0000  write_unreferenced_global_4ea290 args=[0x00000002(s=2,f=2.802597e-45)]
0x00002454 t=     0 op=0x0083 size=16 b08=0x00 diff=0xff pmask=0x0000  set_health args=[0x00004650(s=18000,f=2.522337e-41)]
0x00002464 t=     0 op=0x0094 size=16 b08=0x00 diff=0xff pmask=0x0000  start_spell_phase args=[0x00000001(s=1,f=1.401298e-45)]
0x00002474 t=     0 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000002(s=2,f=2.802597e-45)]
0x00002484 t=     0 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x00000028(s=40,f=5.605194e-44)]
0x00002494 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000960(s=2400,f=3.363116e-42), 0x00000028(s=40,f=5.605194e-44)]
0x000024a8 t=     0 op=0x0085 size=24 b08=0x00 diff=0xff pmask=0x0000  set_health_phase_transition args=[0x00000000(s=0,f=0), 0x000007d0(s=2000,f=2.802597e-42), 0x00000028(s=40,f=5.605194e-44)]
0x000024c0 t=     0 op=0x009e size=28 b08=0x00 diff=0xff pmask=0x0004  set_boss_health_segment args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00002768(s=10088,f=1.41363e-41), 0x00ff8080(s=16744576,f=2.346415e-38)]
0x000024dc t=     0 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0x42000000(s=1107296256,f=32), 0x42400000(s=1111490560,f=48), 0x43b00000(s=1135607808,f=352), 0x43200000(s=1126170624,f=160)]
0x000024f8 t=     0 op=0x009d size=28 b08=0x00 diff=0xff pmask=0x0000  configure_enemy_trail args=[0x00000005(s=5,f=7.006492e-45), 0x0000000f(s=15,f=2.101948e-44), 0x00000000(s=0,f=0), 0x00000001(s=1,f=1.401298e-45)]
0x00002514 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40490fdb(s=1078530011,f=3.141593)]
0x00002528 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbdd67750(s=-1110018224,f=-0.1047198)]
0x0000253c t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3f2aaaab(s=1059760811,f=0.6666667)]
0x00002550 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000000(s=0,f=0)]
0x00002564 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000045(s=69,f=9.668959e-44)]
0x00002578 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x0000258c t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000003e8(s=1000,f=1.401298e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000025b0 t=   120 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x000025c4 t=   120 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000025d4 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000006(s=6,f=8.407791e-45)]
0x000025e8 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000bb8(s=3000,f=4.203895e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000260c t=   120 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x00002620 t=   120 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00002630 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000008(s=8,f=1.121039e-44)]
0x00002644 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000003e8(s=1000,f=1.401298e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002668 t=   120 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x0000267c t=   120 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x0000268c t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x000026a0 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000bb8(s=3000,f=4.203895e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000026c4 t=   120 op=0x000f size=20 b08=0x00 diff=0xfe pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x000026d8 t=   120 op=0x0025 size=16 b08=0x00 diff=0xfe pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000026e8 t=   120 op=0x0006 size=20 b08=0x00 diff=0xfe pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x000026fc t=   120 op=0x005c size=36 b08=0x00 diff=0xfe pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000003e8(s=1000,f=1.401298e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002720 t=   120 op=0x000f size=20 b08=0x00 diff=0xfe pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x00002734 t=   120 op=0x0025 size=16 b08=0x00 diff=0xfe pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00002744 t=   120 op=0x0006 size=20 b08=0x00 diff=0xfe pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000e(s=14,f=1.961818e-44)]
0x00002758 t=   120 op=0x005c size=36 b08=0x00 diff=0xfe pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000bb8(s=3000,f=4.203895e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000277c t=   120 op=0x000f size=20 b08=0x00 diff=0xfe pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x00002790 t=   120 op=0x0025 size=16 b08=0x00 diff=0xfe pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000027a0 t=   120 op=0x0006 size=20 b08=0x00 diff=0xfe pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000002(s=2,f=2.802597e-45)]
0x000027b4 t=   120 op=0x005c size=36 b08=0x00 diff=0xfe pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000003e8(s=1000,f=1.401298e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000027d8 t=   120 op=0x000f size=20 b08=0x00 diff=0xfc pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x000027ec t=   120 op=0x0025 size=16 b08=0x00 diff=0xfc pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000027fc t=   120 op=0x0006 size=20 b08=0x00 diff=0xfc pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x00002810 t=   120 op=0x005c size=36 b08=0x00 diff=0xfc pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000bb8(s=3000,f=4.203895e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002834 t=   120 op=0x000f size=20 b08=0x00 diff=0xfc pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x00002848 t=   120 op=0x0025 size=16 b08=0x00 diff=0xfc pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00002858 t=   120 op=0x0006 size=20 b08=0x00 diff=0xfc pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000006(s=6,f=8.407791e-45)]
0x0000286c t=   120 op=0x005c size=36 b08=0x00 diff=0xfc pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000003e8(s=1000,f=1.401298e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002890 t=   120 op=0x000f size=20 b08=0x00 diff=0xfc pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x000028a4 t=   120 op=0x0025 size=16 b08=0x00 diff=0xfc pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000028b4 t=   120 op=0x0006 size=20 b08=0x00 diff=0xfc pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000008(s=8,f=1.121039e-44)]
0x000028c8 t=   120 op=0x005c size=36 b08=0x00 diff=0xfc pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000bb8(s=3000,f=4.203895e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000028ec t=   120 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000013(s=19,f=2.662467e-44)]
0x00002900 t=   240 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x0000290c t=   540 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x00000050(s=80,f=1.121039e-43), 0x00000004(s=4,f=5.605194e-45), 0x3f800000(s=1065353216,f=1)]
0x00002924 t=   620 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000078(s=120,f=1.681558e-43), 0xffffffdc(s=-36,f=nan)]
0x00002938 sub-footer

## sub 17 [0x00002944, 0x00002ab8)
0x00002944 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8c00(s=1176275968,f=10019), 0x00000000(s=0,f=0)]
0x00002958 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3f8ccccd(s=1066192077,f=1.1)]
0x0000296c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3fb33333(s=1068708659,f=1.4)]
0x00002980 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3fc00000(s=1069547520,f=1.5)]
0x00002994 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3fd9999a(s=1071225242,f=1.7)]
0x000029a8 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_add args=[0x461c8400(s=1176273920,f=10017), 0x461d7400(s=1176335360,f=10077), 0x461c8c00(s=1176275968,f=10019)]
0x000029c0 t=     0 op=0x0010 size=20 b08=0x00 diff=0xff pmask=0x0001  sub_float args=[0x461c8c00(s=1176275968,f=10019), 0x3dd67750(s=1037465424,f=0.1047198)]
0x000029d4 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8400(s=1176273920,f=10017)]
0x000029e4 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8c00(s=1176275968,f=10019)]
0x000029f4 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0052  fire mode=3 type=13 color=$i16(10001) count=(1,1) speed=($f(10023),0.9) angle=($f(10017),0.04908739) flags=0x00000202
0x00002a20 t=     5 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_add args=[0x461c8400(s=1176273920,f=10017), 0x461d7400(s=1176335360,f=10077), 0x461c8c00(s=1176275968,f=10019)]
0x00002a38 t=     5 op=0x0010 size=20 b08=0x00 diff=0xff pmask=0x0001  sub_float args=[0x461c8c00(s=1176275968,f=10019), 0x3dd67750(s=1037465424,f=0.1047198)]
0x00002a4c t=     5 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8400(s=1176273920,f=10017)]
0x00002a5c t=     5 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8c00(s=1176275968,f=10019)]
0x00002a6c t=     5 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0052  fire mode=3 type=12 color=$i16(10001) count=(1,1) speed=($f(10023),0.9) angle=($f(10017),0.04908739) flags=0x00000202
0x00002a98 t=    10 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff10(s=-240,f=nan)]
0x00002aac sub-footer

## sub 18 [0x00002ab8, 0x00002bdc)
0x00002ab8 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0001  set_primary_animation args=[0x00002710(s=10000,f=1.401298e-41)]
0x00002ac8 t=     0 op=0x00ae size=16 b08=0x00 diff=0xff pmask=0x0000  replace_enemy_effect args=[0x00000001(s=1,f=1.401298e-45)]
0x00002ad8 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00002aec t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x000000c8(s=200,f=2.802597e-43)]
0x00002afc t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00002b0c t=     0 op=0x0052 size=16 b08=0x00 diff=0xff pmask=0x0000  set_minimum_fire_distance args=[0x00000000(s=0,f=0)]
0x00002b1c t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x000000ff(s=255,f=3.573311e-43)]
0x00002b30 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000000(s=0,f=0)]
0x00002b44 t=     0 op=0x0089 size=20 b08=0x00 diff=0xff pmask=0x0000  set_enemy_callback args=[0x00000008(s=8,f=1.121039e-44), 0x00000000(s=0,f=0)]
0x00002b58 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x000e  move_from_current args=[0x00000078(s=120,f=1.681558e-43), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x461c8800(s=1176274944,f=10018)]
0x00002b74 t=     1 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000002(s=2,f=2.802597e-45)]
0x00002b84 t=   120 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00007530(s=30000,f=4.203895e-41), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x00002b9c t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077)]
0x00002bb0 t=   120 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000011(s=17,f=2.382207e-44)]
0x00002bc4 t= 30120 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00002bd0 sub-footer

## sub 19 [0x00002bdc, 0x00002ee0)
0x00002bdc t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000007(s=7,f=9.809089e-45)]
0x00002bf0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000000c(s=12,f=1.681558e-44)]
0x00002c04 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000000e(s=14,f=1.961818e-44)]
0x00002c18 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000000e(s=14,f=1.961818e-44)]
0x00002c2c t=     0 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0003  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00002735(s=10037,f=1.406483e-41), 0x00000000(s=0,f=0), 0x00000054(s=84,f=1.177091e-43)]
0x00002c48 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00002c5c t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002c80 t=   120 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00002c8c t=   120 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0003  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00002735(s=10037,f=1.406483e-41), 0x00000078(s=120,f=1.681558e-43), 0x00000054(s=84,f=1.177091e-43)]
0x00002ca8 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x00002cbc t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002ce0 t=   240 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00002cec t=   240 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0003  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00002735(s=10037,f=1.406483e-41), 0x000000f0(s=240,f=3.363116e-43), 0x00000054(s=84,f=1.177091e-43)]
0x00002d08 t=   240 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000008(s=8,f=1.121039e-44)]
0x00002d1c t=   240 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002d40 t=   360 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00002d4c t=   360 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0003  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00002735(s=10037,f=1.406483e-41), 0x00000168(s=360,f=5.044674e-43), 0x00000054(s=84,f=1.177091e-43)]
0x00002d68 t=   360 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00002d7c t=   360 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002da0 t=   480 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00002dac t=   480 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0003  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00002735(s=10037,f=1.406483e-41), 0x000001e0(s=480,f=6.726233e-43), 0x00000054(s=84,f=1.177091e-43)]
0x00002dc8 t=   480 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000006(s=6,f=8.407791e-45)]
0x00002ddc t=   480 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002e00 t=   600 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00002e0c t=   600 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0003  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00002735(s=10037,f=1.406483e-41), 0x00000258(s=600,f=8.407791e-43), 0x00000054(s=84,f=1.177091e-43)]
0x00002e28 t=   600 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000008(s=8,f=1.121039e-44)]
0x00002e3c t=   600 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002e60 t=   720 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00002e6c t=   720 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0003  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00002735(s=10037,f=1.406483e-41), 0x000002d0(s=720,f=1.008935e-42), 0x00000054(s=84,f=1.177091e-43)]
